zone_id,state,road,direction,lane_type,length,LND,latitude,longitude,geometry,POP_DEN,MALE,WHITE,AGE,EDUCATION,CAR_COMMUTE,INCOME,CAR_OWNERSHIP,HU_DEN,EM_DEN,LU_DIVERSITY,HG_DEN,MR_DEN,Clustering_Coefficient,Degree_Centrality,Closeness_Centrality,resilience,performance
8715,District 6,I-95,North,Unknown,0.27,0.4341085271317829,25.90513,-80.20916,POINT (-80.20916 25.90513),988.0490751495549,29.36014522813459,32.27520108129956,2379.848086706601,160.87554507092895,49.945225863808474,151.6350322959155,87.83773850305835,432.8890249328864,494.07941703882864,101.16942216861638,0.5355623699474467,0.5355633479345475,0.25,0.0027137042062415195,0.0027137042062415195,-0.15699283071027104,0.8733698109836123
8726,District 6,I-395,East,Unknown,0.35,0.8565891472868217,25.788426,-80.201059,POINT (-80.201059 25.788426),1926.7071373512858,39.38009031917535,50.71990062035432,3129.0175304392005,221.02972164816887,60.04693919168567,197.29358838501372,95.53203583558297,1026.3458830101108,1065.6949116233714,146.30012041415802,0.5563129392837192,0.5563143671300461,0.25,0.0027137042062415195,0.0027137042062415195,-0.057522359128849454,0.31734602921520466
8727,District 6,I-395,East,Unknown,0.35,0.8565891472868217,25.788426,-80.201059,POINT (-80.201059 25.788426),1926.7071373512858,39.38009031917535,50.71990062035432,3129.0175304392005,221.02972164816887,60.04693919168567,197.29358838501372,95.53203583558297,1026.3458830101108,1065.6949116233714,146.30012041415802,0.5563129392837192,0.5563143671300461,0.25,0.0027137042062415195,0.0027137042062415195,0.00786651947222812,0.2344470456261744
8728,District 6,I-395,East,Unknown,0.35,0.8565891472868217,25.788426,-80.201059,POINT (-80.201059 25.788426),1926.7071373512858,39.38009031917535,50.71990062035432,3129.0175304392005,221.02972164816887,60.04693919168567,197.29358838501372,95.53203583558297,1026.3458830101108,1065.6949116233714,146.30012041415802,0.5563129392837192,0.5563143671300461,0.25,0.0027137042062415195,0.0027137042062415195,-0.11410033035934841,0.3379915139094156
8747,District 6,I-95,North,Unknown,0.37,0.375968992248062,25.91485,-80.21039,POINT (-80.21039 25.91485),953.2570266763573,28.724260233856484,31.383251444208874,2326.579306997509,157.72715310197577,48.96966507712719,148.2174036797439,85.94423450392844,418.4060791369415,475.7886737010915,99.88130809451388,0.530234801171177,0.5302357434062818,0.16666666666666666,0.004070556309362279,0.004341926729986431,-0.13613029059272064,0.9187291588103416
8844,District 6,I-395,West,Unknown,0.35,0.810077519379845,25.789045,-80.200961,POINT (-80.20096100000001 25.789045),1906.8928220979674,39.202297771296,50.37245058074282,3118.1162705298116,220.14884360602775,59.921412445723504,196.76888224771005,95.43283503931568,1012.7346889875726,1051.2832785867117,146.2057421598324,0.5562219752317976,0.5562233967281929,0.16666666666666666,0.004070556309362279,0.004070556309362279,-0.05340705854473665,0.6407509832808853
8845,District 6,I-395,West,Unknown,0.35,0.810077519379845,25.789045,-80.200961,POINT (-80.20096100000001 25.789045),1906.8928220979674,39.202297771296,50.37245058074282,3118.1162705298116,220.14884360602775,59.921412445723504,196.76888224771005,95.43283503931568,1012.7346889875726,1051.2832785867117,146.2057421598324,0.5562219752317976,0.5562233967281929,0.16666666666666666,0.004070556309362279,0.004070556309362279,-0.05866594844401557,0.6753236357456828
8947,District 6,I-95,South,Unknown,0.35,0.992248062015504,25.782565,-80.200938,POINT (-80.20093799999999 25.782565),2270.7790240172953,43.93370852393153,56.10901768991132,3447.900053739254,244.39926245787703,65.14186531145796,213.68597721273028,100.96532782530551,1236.4895576261963,1278.2025262482728,162.03614748304292,0.5551234678786667,0.5551250719653892,0.0,0.0027137042062415195,0.0030529172320217096,-0.08064889486093485,0.5113143962492448
8965,District 6,I-195,East,Unknown,0.35,0.3488372093023256,25.81092,-80.183786,POINT (-80.183786 25.81092),1317.9897105501773,32.053975048600726,40.879690695883006,2559.037093067078,182.9154845013355,50.104727203429135,166.35206152400423,81.86616512930006,687.1937724490587,714.1652199138264,117.61136151372887,0.5273861157327419,0.5273871654569342,0.25,0.0027137042062415195,0.0030529172320217096,-0.07877155171507155,0.48625776098811996
8989,District 6,I-95,North,Unknown,0.33,0.4457364341085271,25.90824,-80.2102,POINT (-80.2102 25.90824),977.9277139456226,29.25129508321392,32.09845288132052,2369.0514248667023,160.3338781147104,49.81429413608153,151.02599459908134,87.72825973869885,428.08197286091536,488.6371982511382,100.7412888869373,0.5349894624026386,0.5349904352817594,0.125,0.005427408412483039,0.005427408412483039,-0.15354973687610385,0.9354661168089284
8994,District 6,I-95,South,Unknown,0.35,0.4844961240310077,25.75767,-80.20008,POINT (-80.20008 25.75767),2601.6226094066606,39.903170242394424,56.158527329954204,3202.0279769196486,241.2903684598046,60.11284484055389,214.43216115997342,96.03060584301025,1561.4718701542577,1544.0433964547233,138.93350580832166,0.5470126493712582,0.5470140233645099,0.25,0.0027137042062415195,0.005280721698632146,-0.11793110919508326,0.6041105657518462
